,id,belongs_to_collection,original_budget,budget_processed,genre_rank,num_genres,has_homepage,originally_english,topStudio,numTopStudios,num_studios,studioRank,num_production_countries,topCountry,countryRank,usa_produced,1960s,1970s,1980s,1990s,2000s,2010s,mondayRelease,tuesdayRelease,wednesdayRelease,thursdayRelease,fridayRelease,saturdayRelease,sundayRelease,Winter,Fall,Spring,Summer,runtime_processed,spoken_english,num_languages,has_tagline,num_keywords,numTopKeywords,keywordRank,cast_num,topLeadActor,numTopActors,actorRanks,topActorRank,crew_num,topLeadDirector,numTopDirectors,directorsRank,topLeadExecProd,numTopExecProd,execProdRank,topLeadProducer,numTopProducers,producersRank,topLeadComposer,numTopComposers,composersRank,topLeadDirectorPhoto,numTopDirectorsPhoto,directorsPhotoRank,topLeadEditor,numTopEditors,editorsRank,budget_to_year_ratio,runtime_to_year_ratio,inflationBudget,popularity,popularity_year_ratio,log_revenue,revenue
10,0,1,1000000,1000000.0,5.0,1,0,1,0,0,1,496.0,1,1,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,119.0,1,1,1,15,3,0.9333333333333333,35.0,0,0,440.0285714285714,107,31.0,0,0,70.33333333333333,0,0,606.0,0,0,365.3333333333333,0,1,24.0,0,0,185.0,0,0,213.6,0.2561097542985461,0.06022267206477733,1864000.0,14.774066,0.7555606565130653,18.57969228775781,117235147.0
11,0,1,0,29217342.0,10.0,1,0,1,0,0,4,580.25,1,1,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,98.0,1,1,1,6,1,3.0,14.0,0,0,867.9285714285714,337,2.0,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,7.400225775543043,0.04932058379466533,0.0,10.54375,0.7017498544514997,16.935318648253194,22642033.0
12,0,0,15000000,15000000.0,5.0,1,1,1,1,0,2,151.5,1,1,3.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,122.0,1,1,1,21,6,5.0,40.0,0,0,383.825,143,107.0,0,1,8.5,0,0,606.0,0,0,220.5,1,1,13.0,0,0,151.0,0,0,65.66666666666667,3.7537528143761727,0.061030515257628815,21750000.0,20.726578,1.1491956855493157,19.691274093623488,356296601.0
13,0,1,53000000,53000000.0,8.0,2,0,1,0,0,4,437.5,1,1,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,118.0,1,2,1,8,0,50.0,58.0,0,0,373.0,119,18.0,0,1,69.0,0,0,35.0,0,0,468.7142857142857,1,1,7.0,0,1,91.0,0,0,351.0,13.18399761195515,0.05885286783042394,71126000.0,13.314233,0.7261995226703564,18.371764800373036,95226116.0
14,0,0,102000000,102000000.0,12.25,4,0,1,1,1,7,82.57142857142857,1,1,3.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,145.0,1,2,1,9,5,6.777777777777778,23.0,1,0,504.7391304347826,13,152.0,0,1,7.0,0,0,303.0,0,0,125.4,1,1,1.5,0,1,17.0,0,1,14.833333333333334,25.449076398127346,0.07242757242757243,142392000.0,20.666063,1.1089153802934233,19.69708469770741,358372926.0
15,0,0,500000,500000.0,8.333333333333334,3,1,0,0,0,1,400.0,1,0,100.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,97.0,0,1,1,2,0,200.0,12.0,0,0,648.9166666666666,337,25.0,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,340.5,0.12375931288829485,0.04825870646766169,626000.0,1.018477,0.052744585517027535,12.169745741270159,192864.0
16,0,0,26000000,26000000.0,7.5,2,0,1,1,0,3,301.3333333333333,1,1,3.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,85.0,1,2,1,4,3,27.0,24.0,0,0,382.125,337,35.0,0,0,265.0,0,0,26.75,0,0,447.1666666666667,0,1,32.0,0,0,110.0,0,0,295.3333333333333,6.467621470015734,0.04239401496259352,34892000.0,6.336927,0.34563563388119267,17.87408637811931,57891803.0
17,0,0,0,8178423.25,7.0,2,0,1,0,0,4,202.0,1,1,4.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,111.0,1,1,1,2,1,19.0,19.0,0,0,780.1052631578947,133,30.0,0,0,189.5,0,0,606.0,0,0,218.66666666666666,0,0,81.0,0,0,150.0,0,0,340.5,2.0182828628322262,0.05514157973174367,0.0,4.183558,0.21520841264185916,14.025978107156048,1234254.0
18,0,0,8000000,8000000.0,9.5,2,0,1,0,0,4,350.75,3,0,11.666666666666666,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,96.0,1,2,1,7,1,5.571428571428571,23.0,0,0,811.0434782608696,337,2.0,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,1.978180178090616,0.047737444057682744,9872000.0,6.496259,0.33733850725319936,14.374816583642607,1749457.0
19,0,1,32000000,32000000.0,9.333333333333334,3,0,1,0,0,7,361.0,1,0,14.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,87.0,1,3,1,5,2,16.2,10.0,0,0,505.5,153,17.0,0,1,36.0,0,0,606.0,0,0,266.1666666666667,0,0,81.0,0,1,42.5,0,0,125.0,7.960149501557826,0.04339152119700748,42944000.0,11.359659,0.6195910003601424,18.260132107446047,85167639.0
20,0,0,80000000,80000000.0,17.666666666666668,3,0,1,0,0,4,54.75,1,1,3.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,130.0,1,1,1,3,1,133.33333333333334,20.0,0,0,586.0,169,119.0,0,0,59.2,0,0,94.0,0,0,14.866666666666667,0,1,64.0,0,0,268.0,0,0,49.25,20.04006008010012,0.06506506506506507,117440000.0,12.000579,0.6718288810646864,18.729336992463118,136159423.0
21,0,1,4000000,4000000.0,7.5,2,0,1,0,0,2,121.0,1,1,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,95.0,1,1,1,9,4,13.11111111111111,15.0,0,0,476.6,337,11.0,0,0,304.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,1.0182459491630527,0.0479313824419778,7024000.0,7.99229,0.5076296431016852,17.418016649695787,36690067.0
22,0,1,0,74174.33333333333,7.5,2,1,1,0,0,3,335.0,1,1,3.0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,116.0,1,1,1,13,1,30.76923076923077,30.0,0,0,259.56666666666666,337,19.0,0,0,78.8,0,0,606.0,0,0,533.6666666666666,0,0,81.0,0,0,363.0,0,0,681.0,0.018323047137980598,0.05765407554671968,0.0,7.820787,0.4090032684250871,11.516379492941743,100345.0
23,0,0,0,17011.0,6.333333333333333,3,1,1,0,0,3,133.33333333333334,1,1,3.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,92.0,1,1,1,0,0,400.0,19.0,0,0,725.7368421052631,337,10.0,0,0,379.0,0,0,606.0,0,0,800.5,0,0,40.5,0,0,363.0,0,0,681.0,0.004206352876187433,0.04574838388861263,0.0,1.323333,0.0687181928582124,9.741674256373525,17011.0
24,0,0,0,3586142.25,8.5,2,1,1,0,0,2,515.5,1,1,100.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,87.0,1,3,1,3,0,133.33333333333334,13.0,0,0,599.0,337,10.0,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,0.8911804591211411,0.043369890329012964,0.0,7.434577,0.4322176854068365,15.414437018146035,4947717.0
25,0,0,0,38059540.25,9.0,4,0,1,0,0,4,128.25,2,0,7.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,95.0,1,1,1,0,0,400.0,15.0,0,0,834.5333333333333,337,14.0,0,0,379.0,0,0,606.0,0,0,523.3333333333334,0,0,81.0,0,0,363.0,0,0,100.0,9.591463305531363,0.04769076305220884,0.0,1.252367,0.06274689942201198,15.944150989797505,8403433.0
26,0,0,10000000,10000000.0,7.5,4,0,1,0,0,4,166.75,1,1,3.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,110.0,1,1,1,4,1,11.5,6.0,0,0,3821.8333333333335,178,18.0,0,0,379.0,0,0,303.0,0,0,622.0,0,0,81.0,0,0,130.0,0,0,405.0,2.5075169088133955,0.05508262393590386,14860000.0,4.305735,0.2432130161305352,16.44272163989704,13835130.0
27,0,0,11000000,11000000.0,8.0,3,0,1,0,0,3,133.33333333333334,2,1,14.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,93.0,1,1,1,3,2,31.666666666666668,24.0,1,0,661.8333333333334,6,15.0,0,0,360.0,0,0,606.0,0,0,320.2,0,0,81.0,0,0,193.0,0,0,681.0,2.7145955659796024,0.046199701937406856,13178000.0,10.841891,0.5577229124458318,15.87564197854684,7847000.0
28,0,0,6000000,6000000.0,17.0,1,0,1,0,0,4,199.75,1,1,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,84.0,1,2,1,6,0,66.66666666666667,33.0,0,0,519.5757575757576,337,18.0,0,0,379.0,0,0,303.0,0,0,200.125,0,0,81.0,0,0,363.0,0,0,681.0,1.5212225761600082,0.04229607250755287,10104000.0,6.759181,0.4832103803366835,15.581892046457524,5849647.0
29,0,0,45000000,45000000.0,11.75,4,0,1,0,0,1,242.0,1,1,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,89.0,1,1,1,4,3,37.5,11.0,0,0,1064.4545454545455,54,8.0,0,0,191.0,0,0,606.0,0,0,729.0,1,1,20.0,0,1,32.0,0,0,389.0,11.227533705056183,0.044455544455544456,62820000.0,7.81862,0.4195374789416719,18.36871106297223,94935764.0
30,0,0,13000000,13000000.0,7.5,2,0,0,0,0,8,269.25,1,0,14.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,112.0,1,2,1,7,2,7.428571428571429,32.0,0,0,17.875,337,34.0,0,0,75.8,0,0,606.0,0,0,533.6666666666666,0,0,81.0,0,0,363.0,0,0,340.5,3.214542789397251,0.0556936847339632,16042000.0,16.086919,0.8353634363659347,19.871078075121222,426480871.0
31,0,0,0,20997011.266666666,8.0,3,1,0,0,0,15,82.86666666666666,5,0,13.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,117.0,0,1,0,15,2,7.133333333333334,14.0,0,0,911.3571428571429,337,18.0,0,0,379.0,0,0,202.0,0,0,200.125,0,0,81.0,0,0,363.0,0,0,340.5,5.223104649017523,0.058354114713216956,0.0,5.69586,0.31066985332141744,17.399029524198163,36000000.0
32,0,0,90000000,90000000.0,16.0,3,1,1,1,0,7,61.0,1,1,3.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,106.0,1,1,1,4,2,26.25,22.0,1,0,366.09090909090907,10,92.0,0,0,379.0,0,0,606.0,0,1,151.11111111111111,0,0,81.0,0,1,71.0,0,1,26.833333333333332,22.16625925903121,0.05260545905707196,104580000.0,13.412445,0.6710505697442487,18.80551387574951,146936910.0
33,0,1,0,123059.0,7.0,1,0,1,0,0,3,133.33333333333334,5,1,4.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,125.0,1,7,1,4,1,2.75,31.0,0,0,251.19354838709677,337,59.0,0,0,12.633333333333333,0,0,606.0,0,0,177.88888888888889,0,0,40.5,0,0,363.0,0,0,681.0,0.03033852407526658,0.062065541211519366,0.0,8.254856,0.3420703316746937,11.720427320294482,123059.0
34,0,1,140000000,140000000.0,9.5,4,0,1,0,0,1,219.0,1,1,3.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,91.0,1,5,1,1,0,400.0,18.0,0,0,464.6666666666667,337,18.0,0,1,77.0,0,0,606.0,0,0,472.0,0,1,34.0,0,0,363.0,0,0,213.0,34.75628027365109,0.04534130543099153,182840000.0,9.718111,0.504318198646967,19.36855631746733,258022233.0
35,0,0,30000000,30000000.0,9.333333333333334,3,1,1,0,0,5,451.0,1,1,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,94.0,1,3,1,1,0,400.0,14.0,0,0,1117.857142857143,153,33.0,0,0,285.0,0,0,319.25,0,0,463.375,0,1,61.0,0,0,183.0,0,0,78.0,7.410803568252513,0.04671968190854871,36480000.0,8.234382,0.4306330234362227,17.513007450073736,40346186.0
36,0,0,0,27578144.5,9.5,2,0,1,0,0,3,327.0,3,0,8.666666666666666,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,105.0,1,1,1,14,6,16.714285714285715,14.0,0,0,782.7142857142857,171,2.0,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,6.894536125,0.0525,0.0,2.100499,0.1083224987196816,11.928736865132537,151559.0
37,0,0,50000000,50000000.0,10.75,4,0,1,0,0,4,422.5,1,1,3.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,127.0,1,3,1,8,2,16.125,14.0,0,0,910.8571428571429,101,13.0,0,1,75.0,0,1,34.5,0,0,309.25,1,1,12.0,0,0,118.0,0,1,241.33333333333334,12.562735158698752,0.06365914786967418,76100000.0,13.676444,0.7939609091673693,19.061795204185188,189859560.0
38,0,0,0,12000000.0,8.0,1,1,1,0,0,0,400.0,0,0,100.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,90.0,1,3,1,0,0,400.0,5.0,0,0,1557.4,337,2.0,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,2.9613769810686574,0.044709388971684055,0.0,0.32926,0.016937621504580207,11.430641079947755,92100.0
39,0,0,3800000,3800000.0,7.5,2,0,1,0,0,2,198.5,1,1,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,123.0,1,3,0,5,1,13.2,14.0,0,0,779.2857142857143,253,12.0,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,289.0,0,0,227.0,0.8911349659082248,0.059564164648910414,995600.0,3.055936,0.5960252707524899,9.607370001263245,14873.0
40,0,1,0,163000.0,7.5,2,1,1,0,0,1,400.0,1,1,3.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,118.0,1,1,1,2,1,33.5,6.0,0,0,1297.8333333333333,337,1.0,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,0.04050659586544454,0.058823529411764705,0.0,2.941626,0.17101481107164146,12.001511614739405,163000.0
41,0,0,3000000,3000000.0,5.5,2,0,1,0,0,2,133.5,1,1,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,126.0,1,1,1,12,3,5.666666666666667,32.0,0,0,498.625,259,27.0,0,0,189.5,0,0,606.0,0,0,338.0,0,1,34.0,0,0,151.0,0,0,681.0,0.702166816579282,0.06095791001451379,678000.0,9.718713,1.5605456587592093,16.601618359255742,16217773.0
42,0,0,25000000,25000000.0,10.0,1,0,1,0,0,2,351.5,1,1,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,108.0,1,2,1,10,5,9.4,11.0,0,0,1084.0,242,12.0,0,0,379.0,0,0,606.0,0,0,307.6666666666667,0,0,81.0,0,0,203.0,0,0,212.0,6.25,0.054,35800000.0,2.971999,0.15326565633803918,17.008566828481705,24362772.0
43,0,0,6000000,6000000.0,5.0,1,0,1,0,0,3,259.3333333333333,1,1,3.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,92.0,1,1,1,5,2,24.8,32.0,0,0,500.40625,166,12.0,0,0,379.0,0,0,606.0,0,0,268.0,0,0,81.0,0,0,363.0,0,0,681.0,1.4792184598574625,0.04568023833167825,7080000.0,9.383088,0.3888227758658465,13.836216698538003,1020921.0
44,0,0,15000000,15000000.0,9.5,2,1,1,0,0,3,88.0,1,1,3.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,88.0,1,1,1,6,3,25.5,10.0,0,0,1260.7,337,12.0,0,0,379.0,0,0,606.0,0,0,200.75,0,0,81.0,0,0,363.0,0,0,681.0,3.731320078855231,0.04389027431421447,20130000.0,5.615303,0.3062760249313213,17.66937547592761,47175038.0
45,0,0,3906840,3906840.0,7.8,5,0,0,0,0,2,832.0,1,0,17.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,95.0,0,2,1,11,6,26.727272727272727,15.0,0,0,474.6,337,7.0,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,309.0,0,0,681.0,0.9679785911135084,0.04728720756595321,4961686.8,2.382068,0.11849459889743104,15.274125813221904,4300000.0
46,0,1,80000000,80000000.0,16.0,4,1,1,1,2,2,23.0,1,1,3.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,91.0,1,1,1,11,1,36.36363636363637,42.0,1,1,167.38095238095238,5,10.0,1,1,11.0,0,0,606.0,1,1,45.0,1,1,7.0,0,0,363.0,0,0,681.0,19.88053784807094,0.045363908275174475,105920000.0,16.646029,0.9677360427627661,20.309174803787407,660940780.0
47,0,0,44000000,44000000.0,6.0,4,1,1,0,0,3,410.0,1,1,3.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,167.0,1,2,1,8,2,20.625,18.0,0,0,651.6666666666666,239,76.0,0,1,45.5,0,0,209.33333333333334,0,0,328.1,0,1,65.0,0,1,69.0,0,1,80.4,10.836837859970814,0.08287841191066997,51128000.0,20.328822,1.0170902907955572,18.863827676603687,155760117.0
48,0,0,0,6861102.0,7.5,2,0,1,0,0,1,790.0,1,1,3.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.0,1,1,0,8,2,21.125,44.0,0,0,174.0,257,31.0,0,0,189.5,0,0,606.0,0,0,776.0,0,0,81.0,0,0,280.0,0,0,681.0,1.6864834332074246,0.0466038671294001,0.0,8.984386,0.2665676486694986,13.390789233250414,653951.0
49,0,1,38000000,38000000.0,14.25,4,0,1,0,0,1,242.0,1,1,3.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,118.0,1,1,1,5,2,31.4,17.0,0,0,638.1764705882352,58,15.0,0,0,379.0,0,0,272.0,0,0,283.0,0,0,81.0,0,0,246.0,0,0,398.0,9.557257529861399,0.05917753259779338,58520000.0,8.105708,0.43670569612258386,18.603002309079653,120000000.0
50,0,0,560000,560000.0,8.0,3,1,0,0,0,0,400.0,1,0,24.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,102.0,0,1,0,10,2,11.0,9.0,0,0,865.2222222222222,337,2.0,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,0.13888668433834384,0.05079681274900399,721280.0,1.572904,0.07596665453283279,14.220976332738882,1500000.0
51,0,0,12000000,12000000.0,14.5,2,0,1,0,0,1,267.0,1,1,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,160.0,1,2,1,5,0,80.0,16.0,0,0,2224.1875,273,6.0,0,0,337.0,0,0,606.0,0,0,1601.0,0,1,77.0,0,0,338.0,0,0,555.0,2.814110418657552,0.0774818401937046,3144000.0,4.473327,0.8724711303965212,17.047631635898284,25333333.0
52,0,0,0,40356000.0,18.5,2,0,1,0,0,1,388.0,1,1,3.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,97.0,1,1,1,5,0,80.0,13.0,0,0,563.2307692307693,337,7.0,0,0,379.0,0,0,606.0,0,0,800.5,0,0,81.0,0,0,363.0,0,0,681.0,10.29384756657484,0.04898989898989899,0.0,1.012665,0.07068707390492326,16.213405921671733,11000000.0
53,0,0,0,27007143.0,10.666666666666666,3,1,1,0,0,1,396.0,1,1,3.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,98.0,1,1,1,1,0,400.0,9.0,0,0,2435.6666666666665,337,4.0,0,0,211.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,6.833542249472691,0.04929577464788732,0.0,5.410839,0.28259944115606683,16.67854275040142,17514553.0
54,0,0,20000000,20000000.0,14.0,1,0,1,1,0,4,384.75,1,1,3.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,107.0,1,1,1,12,2,33.333333333333336,30.0,0,0,348.1333333333333,337,21.0,0,0,126.0,0,0,303.0,0,0,540.6,0,1,53.0,0,0,320.0,0,0,462.0,4.920949861426052,0.053075396825396824,22880000.0,8.759801,0.3960443643724154,17.64566318153949,46069568.0
55,0,0,0,27000000.0,8.0,3,0,1,0,0,1,409.0,1,1,3.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,95.0,1,1,1,7,1,12.857142857142858,9.0,0,0,2659.0,337,3.0,0,0,346.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,6.797499225210968,0.047666833918715505,0.0,9.122718,0.5002961111946993,17.411402659919723,36448200.0
56,0,0,0,687960.0,7.5,2,1,0,0,0,1,400.0,2,0,10.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,97.0,1,2,0,3,1,3.6666666666666665,9.0,0,0,398.77777777777777,337,3.0,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,0.17045247605288397,0.04828272772523644,0.0,2.94798,0.14664556497029,13.870887552685641,1056938.0
57,0,1,125000000,125000000.0,11.666666666666666,3,0,1,0,0,2,330.5,2,1,3.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,125.0,1,1,1,9,3,10.11111111111111,13.0,0,0,1412.7692307692307,78,103.0,0,0,44.75,1,2,58.0,0,0,48.666666666666664,1,1,19.0,0,1,97.0,0,0,87.66666666666667,31.34396136016744,0.06259389083625438,185750000.0,17.038824,0.9624521194075694,19.28865111788086,238207122.0
58,0,0,0,119563.0,10.5,2,1,1,0,0,1,400.0,1,1,3.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,95.0,1,1,0,9,5,29.0,5.0,0,0,1557.4,337,1.0,0,0,379.0,0,0,606.0,0,0,1601.0,0,0,81.0,0,0,363.0,0,0,681.0,0.029653051142045365,0.04731075697211155,0.0,1.882446,0.09091662616327058,11.691607071843588,119563.0
