log_feature,original_pred,imdb_id
18.684069,130133144.0,tt1231583
18.1617,77183736.0,tt0425413
13.202185,541545.75,tt0466399
11.732992,124614.984,tt1894561
14.557463,2100030.0,tt0110759
15.33799,4583574.0,tt1323045
19.540945,306566430.0,tt0290334
16.136993,10190774.0,tt0063642
15.967107,8598572.0,tt0335119
12.919418,408160.56,tt3859304
12.970379,429499.78,tt0865554
16.874165,21298868.0,tt0062467
14.478773,1941114.0,tt1290138
17.269938,31640152.0,tt0095882
17.392801,35776480.0,tt1706620
18.965351,172404000.0,tt0103786
13.799004,983627.56,tt1507563
17.91712,60437480.0,tt0081760
10.700145,44361.277,tt5278464
7.4738955,1760.4552,tt0098061
17.552607,41975916.0,tt3181822
14.378658,1756190.9,tt0084867
18.580618,117343710.0,tt0280030
13.109486,493601.4,tt0415678
16.339863,12482806.0,tt0109098
16.228506,11167362.0,tt0208988
16.236835,11260768.0,tt0114214
12.394279,241415.4,tt0380817
15.159101,3832777.5,tt0094846
14.320253,1656558.4,tt1742336
16.255724,11475488.0,tt0128445
17.923752,60839624.0,tt0444682
11.459177,94766.05,tt0099656
15.459579,5176187.0,tt0085809
19.7692,385171550.0,tt0404032
16.095373,9775336.0,tt0072081
18.153492,76552856.0,tt0082694
17.93708,61655956.0,tt0089822
14.275378,1583863.4,tt0093223
16.405453,13329000.0,tt0060490
15.075712,3526131.5,tt0102782
17.427664,37045736.0,tt1640711
18.200945,80273080.0,tt0232500
14.966602,3161641.8,tt0134983
13.144944,511417.84,tt0118762
18.7172,134516750.0,tt0083944
14.730251,2496127.0,tt0097742
16.2431,11331524.0,tt0482572
15.463236,5195148.0,tt0318411
17.208094,29742680.0,tt0102598
16.593441,16085695.0,tt1436045
19.63603,337147200.0,tt0389860
15.893012,7984493.5,tt0119579
14.867333,2862864.0,tt0425601
14.174813,1432329.4,tt0019563
16.494678,14572962.0,tt0910970
17.019547,24631740.0,tt2465140
17.723858,49816550.0,tt0116514
17.94747,62299860.0,tt1586265
15.825825,7465661.5,tt2112096
17.555603,42101884.0,tt0086192
14.051545,1266217.1,tt0808526
11.002036,59995.176,tt0997246
15.081838,3547797.0,tt0097008
18.191912,79551224.0,tt0443632
18.459719,103980990.0,tt0217756
13.649477,847016.8,tt1600196
19.598444,324710300.0,tt0413895
14.40312,1799680.1,tt0097257
18.083931,71408750.0,tt1621039
20.477356,781992700.0,tt0462538
16.053247,9372096.0,tt0089730
15.407056,4911331.5,tt3268668
14.147533,1393783.8,tt0102592
17.35233,34357444.0,tt0113820
17.13246,27576088.0,tt0109327
18.842735,152509170.0,tt0317648
17.563885,42452010.0,tt0118604
20.39402,719466200.0,tt0073195
14.967648,3164948.2,tt0106877
17.3375,33851696.0,tt2077833
14.429776,1848297.8,tt1491044
20.29839,653850600.0,tt2024432
16.496058,14593072.0,tt3331846
16.556011,15494739.0,tt0083131
14.294185,1613932.1,tt0081590
14.935193,3063880.2,tt0389326
16.996408,24068352.0,tt1124052
17.55326,42003388.0,tt0102343
11.388654,88312.984,tt1291549
19.767672,384583550.0,tt0103772
17.5824,43245310.0,tt5661030
15.564326,5747790.5,tt0277941
17.404444,36195440.0,tt1502404
16.715054,18165840.0,tt1174732
18.109552,73261980.0,tt0065214
15.520611,5501936.0,tt0113463
18.594276,118957450.0,tt0327437
15.255937,4222493.5,tt0108000
14.200771,1469996.6,tt2392326
14.410573,1813143.1,tt1517252
16.239727,11293376.0,tt1212428
16.275356,11703005.0,tt0768212
16.21759,11046125.0,tt0117826
14.717721,2465045.0,tt0076001
18.716558,134430580.0,tt0099653
13.61743,820302.56,tt0303933
15.405893,4905625.5,tt0118900
17.39633,35902944.0,tt0884726
12.338531,228325.19,tt1474276
16.025137,9112310.0,tt0113321
16.71,18074252.0,tt0079489
14.4482155,1882695.2,tt1135985
18.810862,147724800.0,tt0110475
17.320776,33290276.0,tt0363163
18.052307,69185864.0,tt0244244
16.613672,16414443.0,tt0077413
16.696148,17825628.0,tt0214289
15.327057,4533735.0,tt0112760
16.626741,16630374.0,tt0331953
9.995659,21930.053,tt2475802
15.893224,7986184.0,tt2244376
15.405603,4904203.5,tt2170299
19.230291,224703280.0,tt2719848
15.861177,7734313.5,tt0049452
14.537369,2058253.4,tt0113568
12.906343,402858.62,tt0169302
11.296952,80574.69,tt0096003
17.313145,33037196.0,tt0449089
17.698694,48578628.0,tt1270842
17.432611,37229480.0,tt0092746
11.9715185,158183.69,tt0360130
16.760637,19013072.0,tt0307901
18.59363,118880560.0,tt0758758
15.030766,3371152.5,tt0109445
17.095406,26572980.0,tt0457495
3.3015025,26.153406,tt1092004
17.8425,56091828.0,tt1650043
18.73212,136538960.0,tt0415306
17.436562,37376830.0,tt0100114
18.845255,152893920.0,tt1392197
19.528833,302875800.0,tt0128853
13.046438,463441.78,tt1824254
16.808626,19947736.0,tt1361809
17.441275,37553410.0,tt0120828
10.829122,50468.355,tt4437216
19.881262,430846240.0,tt0369339
15.68494,6484596.5,tt0200469
18.342615,92490376.0,tt1259521
15.585772,5872385.0,tt0120722
17.317654,33186496.0,tt0869994
17.424557,36930812.0,tt1855199
15.061551,3476549.5,tt0120199
16.744736,18713124.0,tt4972582
16.247477,11381235.0,tt0109758
18.212969,81244104.0,tt0326769
16.535263,15176565.0,tt0111419
20.068443,519534240.0,tt0109831
17.095499,26575464.0,tt0427470
18.612076,121093780.0,tt1809398
12.591196,293958.16,tt0119815
21.094017,1448822500.0,tt1951266
15.830731,7502383.0,tt1399952
15.154596,3815552.5,tt0259288
17.730528,50149940.0,tt0306685
15.793199,7226016.5,tt0102849
11.229493,75318.41,tt0104418
17.94416,62094030.0,tt0100814
15.244315,4173706.0,tt0024166
14.839213,2783481.5,tt0368222
17.352697,34370092.0,tt0107057
16.209255,10954437.0,tt0094792
16.896166,21772664.0,tt0217505
19.163784,210245000.0,tt0386117
17.872519,57801110.0,tt2361317
17.567902,42622870.0,tt0339412
18.525797,111083960.0,tt0322330
15.465246,5205602.5,tt1352824
10.30298,29820.367,tt1650048
17.216906,30005928.0,tt0380277
9.024448,8302.633,tt0119004
21.346449,1864854500.0,tt3606752
17.638187,45726450.0,tt0824747
18.412323,99167710.0,tt1430626
20.073677,522260500.0,tt1535108
17.129719,27500608.0,tt0758742
16.571316,15733704.0,tt0090329
14.167863,1422408.6,tt0089009
18.03741,68162880.0,tt1667353
15.467492,5217307.0,tt1663202
15.133377,3735442.2,tt0120784
14.981932,3210481.2,tt0093596
18.758717,140219070.0,tt0118998
16.693058,17770636.0,tt0116313
18.285404,87347430.0,tt1657507
17.697443,48517884.0,tt1555064
20.368683,701465900.0,tt0366548
14.12535,1363205.2,tt0084469
16.198875,10841320.0,tt1403130
17.348452,34224476.0,tt0790623
15.1923685,3962431.0,tt0041996
16.058813,9424403.0,tt0376144
16.844707,20680616.0,tt1647668
18.595194,119066640.0,tt1670345
15.835975,7541823.5,tt1655400
17.446896,37765090.0,tt0380389
14.942526,3086429.8,tt0066090
14.123314,1360432.4,tt2725962
17.323986,33397312.0,tt0119468
11.337194,83883.36,tt0424287
11.317595,82255.24,tt0083591
17.039581,25130208.0,tt1205537
17.19627,29393084.0,tt0094678
17.675222,47451676.0,tt4682786
14.537705,2058946.4,tt0118172
15.606492,5995333.0,tt0087544
15.252991,4210072.5,tt0388789
17.900576,59445810.0,tt1860357
21.398142,1963789400.0,tt0066995
14.110362,1342925.9,tt0088402
16.04013,9249967.0,tt0290332
15.746653,6897382.0,tt0450314
12.713002,332036.16,tt4287434
19.171593,211893150.0,tt0318649
19.54926,309125900.0,tt0110357
15.928885,8276124.5,tt0120157
18.338446,92105544.0,tt0380510
14.228451,1511253.6,tt3882074
16.775175,19291500.0,tt1655607
15.718964,6709020.0,tt4629032
16.904112,21946360.0,tt2053425
18.70108,132365864.0,tt0140352
13.028447,455178.5,tt0390384
19.359638,255731400.0,tt1929263
14.25627,1553886.5,tt0133385
16.07047,9534913.0,tt3471098
17.749767,51124136.0,tt2918436
13.359767,633975.4,tt0095302
14.540846,2065422.5,tt1720254
18.08304,71345176.0,tt0159273
16.329252,12351056.0,tt0088680
16.621553,16544319.0,tt0076271
17.124893,27368224.0,tt0082869
17.91928,60568110.0,tt0134067
14.439891,1867087.6,tt0100150
20.001137,485717020.0,tt0361089
14.056795,1272882.2,tt2133196
19.003254,179064020.0,tt0450259
18.423887,100321170.0,tt0338512
14.627423,2252210.8,tt0105226
18.8322,150910740.0,tt1781769
18.118477,73918740.0,tt0146838
18.412382,99173576.0,tt0453451
10.114212,24690.443,tt1322264
14.379102,1756969.8,tt0101373
13.96852,1165335.1,tt1748197
18.589005,118331970.0,tt0305224
16.638554,16827980.0,tt2550838
16.4379,13768590.0,tt6673840
11.478266,96592.41,tt5072406
18.758669,140212380.0,tt0116705
17.210909,29826532.0,tt0082136
14.707624,2440281.8,tt0460810
17.61229,44557428.0,tt2609912
14.587124,2163252.5,tt0097100
17.796236,53555870.0,tt0104691
16.7839,19460536.0,tt0111127
18.344465,92661650.0,tt0417001
16.160152,10429536.0,tt0319736
14.776247,2613619.5,tt3060492
11.569421,105811.17,tt1884457
15.9039755,8072513.0,tt0097179
19.094774,196225340.0,tt0119345
17.561451,42348812.0,tt0104009
16.140076,10222233.0,tt0120399
14.556237,2097458.0,tt0096928
14.782556,2630160.0,tt0108330
19.454918,281295970.0,tt0090605
18.800638,146222240.0,tt0329575
19.175488,212720050.0,tt1702439
13.007889,445916.3,tt0800164
18.957918,171127280.0,tt1645170
19.193834,216658800.0,tt0144214
19.084225,194166130.0,tt1069238
13.14557,511737.9,tt0089338
14.767727,2591445.8,tt0328538
14.965268,3157426.5,tt1578116
18.576937,116912540.0,tt1605783
15.750982,6927310.0,tt0091778
11.757355,127688.234,tt1190536
17.463087,38381536.0,tt1486192
12.44303,253476.5,tt0887745
15.066141,3492543.5,tt2076220
17.461227,38310228.0,tt0462244
14.945678,3096173.2,tt1161443
15.038005,3395646.0,tt0076299
19.916931,446491620.0,tt0482571
15.316725,4487133.0,tt2937696
19.187475,215285400.0,tt0289879
16.077385,9601067.0,tt0210382
19.293089,239266600.0,tt0236493
14.814395,2715250.0,tt0469263
15.778178,7118290.0,tt0094318
12.023066,166551.45,tt2316868
17.917294,60447970.0,tt0274166
17.717403,49496050.0,tt0094812
12.643087,309614.78,tt5221584
19.718018,365953760.0,tt1253863
15.138987,3756455.2,tt3704050
12.953669,422382.34,tt0119107
15.505734,5420693.0,tt0089572
10.124069,24935.035,tt3794028
15.274691,4302429.5,tt0096223
13.690733,882692.2,tt1288403
18.525558,111057480.0,tt0112431
18.101774,72694350.0,tt0118571
16.846518,20718084.0,tt0318081
16.411543,13410423.0,tt0360139
14.515673,2014078.2,tt4019560
13.42256,675060.94,tt2517044
16.235895,11250184.0,tt0104409
14.06403,1282124.4,tt0096200
14.758953,2568808.5,tt0492486
15.498034,5379109.0,tt0032976
16.29404,11923724.0,tt0105508
17.187471,29135600.0,tt3760922
15.8306465,7501746.0,tt0112851
11.685107,118788.375,tt0090576
18.882324,158667950.0,tt0492956
18.663801,127522220.0,tt0118884
18.422842,100216360.0,tt0098067
15.606963,5998158.0,tt0100666
17.211607,29847360.0,tt0094082
18.785608,144040960.0,tt0084602
16.070324,9533513.0,tt0815244
14.014334,1219965.2,tt2103267
17.868923,57593668.0,tt0091326
15.400092,4877249.0,tt0349159
18.90421,162178660.0,tt1119646
17.502188,39912004.0,tt0102945
17.781437,52769132.0,tt0252223
14.936841,3068933.5,tt1272051
13.3875885,651861.25,tt2318360
16.294214,11925794.0,tt0101371
15.197523,3982908.5,tt4501454
18.237461,83258530.0,tt0419946
15.382542,4792398.0,tt0107091
14.1754875,1433295.4,tt0047400
15.113081,3660391.8,tt1091229
16.954851,23088636.0,tt0200027
12.685133,322910.3,tt3018070
14.79644,2666933.2,tt0107626
15.798401,7263706.0,tt0968264
16.854008,20873848.0,tt0119314
14.9196,3016474.2,tt0465967
17.366638,34852596.0,tt2975578
14.169664,1424973.4,tt0102687
14.399175,1792593.8,tt0978762
16.581467,15894228.0,tt0891527
11.165083,70620.01,tt1667310
18.291758,87904150.0,tt0090060
13.707428,897552.5,tt1139282
16.816814,20111740.0,tt0119709
17.10146,26734340.0,tt6574272
17.304626,32756972.0,tt0105104
3.0615046,20.35967,tt0841119
20.564213,852951100.0,tt2510894
18.038395,68230000.0,tt0064040
17.958239,62974384.0,tt0368709
12.081448,176564.58,tt3297330
18.791082,144831620.0,tt0112688
17.639202,45772870.0,tt0050468
16.67581,17466752.0,tt1656192
16.937525,22692040.0,tt0486674
18.633926,123768860.0,tt0120873
12.643349,309695.7,tt0138704
16.663788,17258024.0,tt2799166
16.89519,21751412.0,tt0047296
17.242844,30794404.0,tt1753383
15.204039,4008943.8,tt0893412
18.148197,76148590.0,tt0111438
9.890759,19746.05,tt3451230
17.835787,55716496.0,tt0164181
15.785088,7167643.0,tt0242256
18.536825,112315810.0,tt2980516
19.370626,258556930.0,tt0451279
17.041656,25182416.0,tt1560747
15.663212,6345216.0,tt0218817
12.390779,240571.92,tt2049586
17.140604,27801596.0,tt1126590
17.902683,59571228.0,tt0049833
15.392776,4841694.5,tt0376127
17.62091,44943228.0,tt1422136
17.326052,33466372.0,tt1067774
18.579567,117220456.0,tt0811138
17.850397,56536504.0,tt1135487
17.401262,36080470.0,tt0397078
17.917568,60464576.0,tt0046247
12.180028,194857.31,tt5213534
16.461832,14102067.0,tt0091993
18.983206,175509860.0,tt1424381
16.322779,12271360.0,tt0465436
14.529861,2042859.2,tt1046997
16.33896,12471549.0,tt0327036
18.455957,103590620.0,tt0117500
20.05899,514646340.0,tt0097576
12.756737,346879.9,tt1743720
19.477201,287634600.0,tt3332064
16.14491,10271778.0,tt0106677
16.914808,22182368.0,tt0130018
19.158379,209111600.0,tt0167261
16.29942,11988031.0,tt0065054
14.847137,2805625.5,tt0473024
18.266886,85744776.0,tt0257360
15.613361,6036658.5,tt0100740
15.91728,8180633.0,tt4361050
13.36686,638488.44,tt0473434
16.742868,18678212.0,tt0183649
19.085733,194459300.0,tt1823672
18.523005,110774210.0,tt0348836
15.898256,8026476.5,tt0107473
15.259545,4237758.5,tt0293416
13.384877,650096.25,tt0023427
16.000292,8888703.0,tt2167266
16.90792,22030112.0,tt1171222
17.12207,27291076.0,tt1083452
17.351156,34317164.0,tt0078872
9.395994,12039.054,tt0810951
16.373173,12905610.0,tt2370248
18.288643,87630780.0,tt0343660
17.051373,25428280.0,tt2503944
13.3863535,651056.7,tt0087913
16.435625,13737296.0,tt1251725
15.664046,6350513.0,tt0053580
17.50511,40028800.0,tt1598828
16.239332,11288918.0,tt3462710
14.8779335,2893372.0,tt0091472
18.05795,69577310.0,tt0289043
15.57724,5822497.5,tt0251736
17.91417,60259412.0,tt1226273
16.001036,8895318.0,tt0264761
18.975967,174244050.0,tt1473832
17.47147,38704630.0,tt0099726
18.931015,166584800.0,tt0099365
16.435627,13737322.0,tt4466894
15.581056,5844756.5,tt1716777
14.53531,2054019.8,tt0040175
15.169035,3871043.8,tt0091178
12.744022,342497.44,tt3179568
15.390236,4829414.0,tt0368794
17.547127,41746524.0,tt0116367
14.414401,1820097.2,tt0093225
17.456108,38114604.0,tt5074352
14.223507,1503800.8,tt5190958
19.705248,361310370.0,tt2592614
14.823397,2739802.2,tt0051885
16.72487,18345056.0,tt0119485
15.251798,4205053.0,tt0160298
12.898563,399736.5,tt0768690
17.193375,29308104.0,tt1125849
17.18173,28968808.0,tt2209418
16.962025,23254860.0,tt0114694
12.61284,300389.84,tt2311182
16.424454,13584686.0,tt0083767
17.736015,50425892.0,tt0449059
13.771908,957333.2,tt0420609
18.714947,134214090.0,tt0882977
19.15728,208881980.0,tt0092099
18.028023,67525970.0,tt3862750
18.348885,93072056.0,tt0183790
18.137201,75315864.0,tt0147800
17.23226,30470200.0,tt0076070
14.681184,2376604.5,tt0004972
11.814828,135241.92,tt3950078
13.472027,709294.0,tt1787777
10.336532,30837.885,tt0801526
13.01004,446876.72,tt0120254
15.8088,7339634.5,tt0093560
15.7335615,6807676.0,tt4016934
15.877723,7863344.5,tt0361862
15.545892,5642803.5,tt0335559
16.499212,14639182.0,tt0054953
14.180803,1440934.8,tt1037218
11.994497,161860.66,tt1261393
17.505587,40047892.0,tt0106701
17.25196,31076444.0,tt0083929
14.262195,1563119.4,tt0083922
17.516691,40495090.0,tt0150377
13.853359,1038573.06,tt0387914
20.643272,923122400.0,tt4645330
19.418747,271303040.0,tt0107362
16.875235,21321672.0,tt0255798
16.9075,22020828.0,tt0052618
16.244146,11343396.0,tt0108265
17.441633,37566876.0,tt3495026
16.128258,10102138.0,tt1620935
15.812578,7367419.5,tt0123324
18.261274,85264980.0,tt0375063
14.069303,1288902.6,tt0066249
17.158478,28302984.0,tt0101764
20.543097,835128800.0,tt0120667
15.644127,6225266.0,tt0063374
15.114908,3667086.2,tt0088323
17.464773,38446308.0,tt0083170
18.64447,125080770.0,tt1023481
14.721921,2475419.8,tt0082464
16.476852,14315485.0,tt0183659
15.474756,5255344.0,tt0174856
17.354368,34427570.0,tt2262227
17.083939,26270012.0,tt0094898
15.609926,6015957.5,tt0120531
11.485723,97315.375,tt0044741
13.88626,1073311.2,tt1313092
18.093239,72076510.0,tt0365737
14.947733,3102542.8,tt0062711
17.194197,29332208.0,tt0036872
17.986174,64758376.0,tt0312004
18.175373,78246376.0,tt0114388
16.593256,16082720.0,tt0085862
11.504043,99114.65,tt0119842
12.305713,220953.64,tt0123948
12.727434,336862.88,tt0480669
18.376308,95659780.0,tt0112883
17.56602,42542708.0,tt0110950
16.940506,22759788.0,tt0089886
13.141398,509607.7,tt1191111
15.956189,8505206.0,tt1034314
18.29335,88044264.0,tt0434409
15.911819,8136082.5,tt1854236
16.297024,11959347.0,tt1172233
17.528988,40996116.0,tt1991245
6.6054673,738.1252,tt0110168
16.93358,22602708.0,tt1340773
20.705072,981971100.0,tt1170358
12.95898,424631.6,tt2402085
12.148067,188728.02,tt1770734
18.020937,67049180.0,tt0113041
15.066782,3494782.5,tt0055798
15.046139,3423378.5,tt1499201
18.57887,117138880.0,tt2771372
18.308035,89346700.0,tt0087985
17.897877,59285584.0,tt0382992
16.194876,10798045.0,tt0289408
18.878277,158027060.0,tt1650554
13.845835,1030787.6,tt0119934
14.335176,1681464.8,tt1440161
15.766049,7032475.0,tt0048728
19.328789,247962670.0,tt0319262
16.715345,18171144.0,tt0090728
18.202555,80402410.0,tt0107497
18.52184,110645190.0,tt1114740
20.73375,1010538700.0,tt2771200
15.574348,5805685.5,tt0047849
18.845125,152874100.0,tt2005151
14.314594,1647210.2,tt0100475
9.171796,9620.889,tt2401715
20.05047,510280100.0,tt0121766
16.517765,14913315.0,tt0053877
15.875366,7844836.5,tt0304711
19.13252,203773710.0,tt0256415
15.013357,3312974.0,tt1216491
15.691149,6524981.0,tt0085701
15.753456,6944468.5,tt0374271
20.416391,735743000.0,tt0104926
12.997479,441298.66,tt1663207
16.596224,16130521.0,tt1365050
18.186962,79158456.0,tt2869728
17.884724,58510904.0,tt0091419
19.149725,207309820.0,tt3567288
19.10295,197836030.0,tt0163651
12.725306,336146.56,tt0218043
16.74641,18744488.0,tt0343737
19.233606,225449400.0,tt0047396
18.949282,169655710.0,tt0077280
9.361728,11633.473,tt2140577
19.603117,326231230.0,tt2333784
15.773565,7085529.5,tt0053793
17.17609,28805884.0,tt1435513
17.186672,29112324.0,tt0087751
17.374228,35118110.0,tt0397313
14.99037,3237686.2,tt0326905
16.823088,20238304.0,tt0079826
16.807436,19924008.0,tt0977855
16.056774,9405207.0,tt0106500
15.264238,4257693.5,tt0103976
17.53021,41046268.0,tt0104254
12.072857,175054.25,tt1649443
15.996403,8854201.0,tt0092263
11.016939,60896.0,tt0339419
16.379385,12986033.0,tt0095304
13.830515,1015116.5,tt0107594
19.831696,410011420.0,tt1259571
17.569933,42709544.0,tt2199571
15.123671,3699359.8,tt2178941
19.469946,285555200.0,tt0478311
16.440044,13798140.0,tt0081439
19.293467,239356960.0,tt2357291
15.538338,5600338.0,tt0101765
16.141546,10237276.0,tt0061735
16.830368,20386184.0,tt0109045
16.269659,11636520.0,tt0310775
19.436346,276120000.0,tt2948356
18.11146,73401860.0,tt0104437
14.923936,3029583.0,tt0043949
13.88661,1073687.0,tt0095853
18.579344,117194296.0,tt3774114
17.958881,63014876.0,tt0401792
15.485971,5314615.5,tt0096945
13.178206,528714.9,tt0101343
17.044043,25242572.0,tt1341167
14.731216,2498537.2,tt0492389
18.150888,76353810.0,tt0083511
17.16154,28389760.0,tt0401383
16.221193,11085996.0,tt0780607
17.608448,44386590.0,tt3787590
16.009735,8973039.0,tt1792647
18.132103,74932856.0,tt0151738
18.622213,122327620.0,tt0332047
20.242762,618471500.0,tt0462499
16.34552,12553624.0,tt0175844
17.831915,55501184.0,tt0080453
15.871873,7817479.5,tt0159097
16.612514,16395450.0,tt0082009
15.331434,4553624.5,tt0108656
18.235641,83107170.0,tt0369436
10.587852,39649.21,tt4085944
17.63527,45593200.0,tt0478134
17.153643,28166464.0,tt0427944
11.243899,76411.33,tt2463288
18.809595,147537820.0,tt0405094
15.144125,3775807.0,tt0816711
17.902805,59578500.0,tt0098260
18.415154,99448800.0,tt2058673
17.605158,44240790.0,tt1430615
19.135674,204417200.0,tt0829482
15.244188,4173176.5,tt2639344
15.790869,7209200.5,tt0098180
16.980005,23676776.0,tt1124037
15.679347,6448427.5,tt1274295
15.859835,7723935.5,tt0119381
11.434976,92500.086,tt0264802
14.11645,1351126.9,tt0798817
15.003015,3278886.0,tt1680059
18.398153,97772440.0,tt0455824
19.258406,231110300.0,tt2034800
17.015146,24523592.0,tt4550098
17.136269,27681324.0,tt0832266
14.719398,2469181.2,tt1412528
14.445848,1878244.1,tt1490785
18.966324,172571790.0,tt0096874
17.187393,29133320.0,tt0105165
16.470428,14223817.0,tt0108442
13.883817,1070692.1,tt0106447
18.760221,140430260.0,tt0356470
12.91176,405046.78,tt0387055
14.104154,1334614.2,tt2545428
16.827827,20334456.0,tt1410063
18.13612,75234456.0,tt0067927
18.323698,90757170.0,tt0097757
16.531797,15124059.0,tt0242423
15.684472,6481561.0,tt0283160
18.338562,92116260.0,tt0964517
17.92172,60716164.0,tt0103956
16.529188,15084648.0,tt0475783
13.370721,640958.06,tt3774466
16.389578,13119074.0,tt1063056
20.259163,628698800.0,tt0429493
18.067204,70224200.0,tt4178092
16.89936,21842336.0,tt3068194
13.657246,853622.6,tt1361313
16.50027,14654687.0,tt0070608
18.362982,94393410.0,tt0283426
17.246128,30895716.0,tt1748179
17.508526,40165776.0,tt0247745
10.1589985,25821.422,tt1827487
10.249998,28281.488,tt2375574
18.939184,167951230.0,tt3062096
20.357965,693988160.0,tt0125439
19.67512,350586980.0,tt0088707
19.410734,269137820.0,tt0120812
16.905659,21980332.0,tt0434215
16.379175,12983308.0,tt0116225
18.67896,129470136.0,tt0399146
18.95637,170862450.0,tt0116483
16.736786,18564948.0,tt0068837
19.596981,324235620.0,tt2974918
15.155476,3818909.0,tt0239986
15.68139,6461614.0,tt2383068
14.395406,1785850.2,tt0028333
19.100224,197297550.0,tt0358135
14.269518,1574608.5,tt0056368
18.829428,150493090.0,tt0299172
16.197762,10829251.0,tt0381681
